event_title,category,department,target_year,capacity,location,month,day_of_week,hour,event_tags,title_length,title_word_count,num_tags,is_weekend,time_of_day,is_workshop,dept_popularity,feature_version,success_rate
Digital Marketing Strategies,Professional,Management,1,120,Virtual,11,4,9,"digital marketing, strategies",28,3,2,0,morning,0,0.34684684684684686,v1.1,88
Ai And The Future Of Work,Technology,Computer,4,140,Main Hall,12,5,10,"ai, future of work",25,6,2,1,morning,0,0.1918918918918919,v1.1,90
Cultural Dance Competition,Cultural,Management,1,280,Auditorium,10,6,18,"dance, competition",26,3,2,1,evening,0,0.34684684684684686,v1.1,92
Advanced Control Systems Design,Academic,Electrical,4,75,Seminar Room,11,2,11,"control systems, design",31,4,2,0,morning,0,0.0945945945945946,v1.1,77
Tennis Coaching Clinic,Sports,Electrical,1,60,Open Ground,8,0,16,"tennis, coaching",22,3,2,0,afternoon,0,0.0945945945945946,v1.1,70
Career Guidance Session,Professional,Management,1,100,Virtual,9,6,10,"career, guidance",23,3,2,1,morning,0,0.34684684684684686,v1.1,86
Deep Learning Project Showcase,Technology,Computer,4,150,Main Hall,12,2,9,"deep learning, projects",30,4,2,0,morning,0,0.1918918918918919,v1.1,92
Annual Freshers' Meet,Cultural,Management,1,300,Auditorium,8,3,18,"freshers, welcome",21,3,2,0,evening,0,0.34684684684684686,v1.1,95
Physics For Engineers,Academic,Science,2,80,Seminar Room,9,0,14,"physics, engineering",21,3,2,0,afternoon,0,0.15675675675675677,v1.1,75
Swimming Workshop,Sports,Civil,1,60,Open Ground,9,3,10,"swimming, workshop",17,2,2,0,morning,1,0.1045045045045045,v1.1,78
Professional Ethics,Professional,Management,1,90,Seminar Room,10,6,10,"ethics, professional",19,2,2,1,morning,0,0.34684684684684686,v1.1,80
Blockchain And Cryptocurrencies,Technology,Computer,3,120,Virtual,11,0,10,"blockchain, crypto",31,3,2,0,morning,0,0.1918918918918919,v1.1,86
Cultural Arts Workshop,Cultural,Management,1,80,Main Hall,11,5,15,"arts, workshop",22,3,2,1,afternoon,1,0.34684684684684686,v1.1,79
Chemistry Lab Safety,Academic,Science,1,50,Seminar Room,9,1,14,"chemistry, safety",20,3,2,0,afternoon,0,0.15675675675675677,v1.1,68
Football Skills Workshop,Sports,Civil,1,90,Open Ground,8,4,16,"football, skills",24,3,2,0,afternoon,1,0.1045045045045045,v1.1,76
Job Application Strategies,Professional,Management,1,110,Virtual,9,6,11,"job application, strategies",26,3,2,1,morning,0,0.34684684684684686,v1.1,88
Ai For Autonomous Systems,Technology,Mechanical,4,100,Virtual,12,6,10,"ai, autonomous",25,4,2,1,morning,0,0.08468468468468468,v1.1,89
Cultural Exchange Workshop,Cultural,Management,1,150,Main Hall,10,2,16,"culture, exchange",26,3,2,0,afternoon,1,0.34684684684684686,v1.1,89
Aerodynamics In Sports,Academic,Mechanical,3,70,Seminar Room,11,3,11,"aerodynamics, sports",22,3,2,0,morning,0,0.08468468468468468,v1.1,75
Badminton Tournament League,Sports,Electrical,1,120,Open Ground,10,4,13,"badminton, league",27,3,2,0,afternoon,0,0.0945945945945946,v1.1,89
Time Management Best Practices,Professional,Management,1,90,Seminar Room,8,4,10,"time management, best practices",30,4,2,0,morning,0,0.34684684684684686,v1.1,80
Iot For Agriculture,Technology,Electrical,4,90,Virtual,12,3,9,"iot, agriculture",19,3,2,0,morning,0,0.0945945945945946,v1.1,85
Cultural Storytelling Performance,Cultural,Science,1,100,Auditorium,12,0,16,"storytelling, performance",33,3,2,0,afternoon,0,0.15675675675675677,v1.1,78
Physics Nobel Laureate Talk,Academic,Science,4,150,Main Hall,12,0,10,"physics, nobel",27,4,2,0,morning,0,0.15675675675675677,v1.1,85
Weightlifting Training Program,Sports,Civil,1,80,Open Ground,11,2,10,"weightlifting, training",30,3,2,0,morning,0,0.1045045045045045,v1.1,82
Business Communication Workshop,Professional,Management,1,100,Seminar Room,9,3,10,"business communication, workshop",31,3,2,0,morning,1,0.34684684684684686,v1.1,83
Quantum Computing Future,Technology,Computer,4,110,Virtual,12,3,11,"quantum, future",24,3,2,0,morning,0,0.1918918918918919,v1.1,87
Cultural Heritage Walk,Cultural,Management,1,100,Open Ground,11,1,14,"heritage, culture",22,3,2,0,afternoon,0,0.34684684684684686,v1.1,80
Advanced Engineering Mechanics,Academic,Mechanical,4,75,Seminar Room,12,2,10,"engineering mechanics, advanced",30,3,2,0,morning,0,0.08468468468468468,v1.1,78
Tennis Skills Clinic,Sports,Electrical,1,70,Open Ground,9,1,16,"tennis, skills",20,3,2,0,afternoon,0,0.0945945945945946,v1.1,72
Career Success Strategies,Professional,Management,1,120,Seminar Room,10,3,9,"career, success",25,3,2,0,morning,0,0.34684684684684686,v1.1,86
Deep Learning In Finance,Technology,Computer,4,120,Virtual,12,4,10,"deep learning, finance",24,4,2,0,morning,0,0.1918918918918919,v1.1,89
Annual Science Fest,Academic,Science,1,250,Main Hall,12,3,9,"science, fest",19,3,2,0,morning,0,0.15675675675675677,v1.1,90
Football Skills Camp,Sports,Civil,1,100,Open Ground,7,2,15,"football, skills",20,3,2,0,afternoon,0,0.1045045045045045,v1.1,75
Startup Idea Pitch,Professional,Management,1,150,Auditorium,10,1,14,"startup, pitch",18,3,2,0,afternoon,0,0.34684684684684686,v1.1,89
Ai In Gaming,Technology,Computer,3,100,Virtual,12,2,10,"ai, gaming",12,3,2,0,morning,0,0.1918918918918919,v1.1,85
Cultural Art Exhibition,Cultural,Management,1,200,Auditorium,11,2,16,"art, exhibition",23,3,2,0,afternoon,0,0.34684684684684686,v1.1,80
Chemistry Practical Workshop,Academic,Science,2,55,Seminar Room,10,4,14,"chemistry, practical",28,3,2,0,afternoon,1,0.15675675675675677,v1.1,70
Volleyball Drills,Sports,Electrical,1,80,Open Ground,8,2,14,"volleyball, drills",17,2,2,0,afternoon,0,0.0945945945945946,v1.1,78
Professional Networking Workshop,Professional,Management,1,100,Seminar Room,9,2,10,"networking, workshop",32,3,2,0,morning,1,0.34684684684684686,v1.1,85
Iot For Healthcare,Technology,Electrical,4,110,Virtual,12,5,10,"iot, healthcare",18,3,2,1,morning,0,0.0945945945945946,v1.1,87
Cultural Movie Night,Cultural,Management,1,180,Auditorium,10,6,19,"movie, cultural",20,3,2,1,evening,0,0.34684684684684686,v1.1,82
Physics Review Session,Academic,Science,1,70,Seminar Room,9,3,11,"physics, review",22,3,2,0,morning,0,0.15675675675675677,v1.1,71
Athletics Skills Training,Sports,Civil,1,100,Open Ground,8,0,9,"athletics, training",25,3,2,0,morning,0,0.1045045045045045,v1.1,77
Job Search Masterclass,Professional,Management,1,90,Virtual,10,1,11,"job search, masterclass",22,3,2,0,morning,0,0.34684684684684686,v1.1,87
Ai And Robotics Integration,Technology,Mechanical,4,120,Virtual,12,4,9,"ai, robotics",27,4,2,0,morning,0,0.08468468468468468,v1.1,89
Cultural Fashion Show Gala,Cultural,Management,1,300,Auditorium,11,5,19,"fashion, gala",26,4,2,1,evening,0,0.34684684684684686,v1.1,93
Advanced Linear Algebra,Academic,Computer,4,80,Seminar Room,10,5,10,"linear algebra, advanced",23,3,2,1,morning,0,0.1918918918918919,v1.1,78
Swimming Championship Finals,Sports,Civil,1,150,Open Ground,9,2,10,"swimming, finals",28,3,2,0,morning,0,0.1045045045045045,v1.1,88
Career Development Bootcamp,Professional,Management,1,150,Main Hall,11,5,9,"career, bootcamp",27,3,2,1,morning,0,0.34684684684684686,v1.1,89
Deep Learning For Image Recognition,Technology,Computer,4,120,Virtual,12,5,9,"deep learning, image recognition",35,5,2,1,morning,0,0.1918918918918919,v1.1,90
Annual Quiz Competition,Academic,All,1,200,Main Hall,12,6,10,"quiz, annual",23,3,2,1,morning,0,0.007207207207207207,v1.1,85
Football Friendly Championship,Sports,Civil,1,200,Open Ground,11,0,14,"football, friendly",30,3,2,0,afternoon,0,0.1045045045045045,v1.1,90
Startup Funding Seminar,Professional,Management,1,180,Main Hall,10,3,10,"startup, funding",23,3,2,0,morning,0,0.34684684684684686,v1.1,88
Ai In Cybersecurity Attacks,Technology,Computer,4,130,Virtual,12,6,10,"ai, cybersecurity",27,4,2,1,morning,0,0.1918918918918919,v1.1,89
Cultural Food Festival,Cultural,Management,1,300,Open Ground,11,1,17,"food, festival",22,3,2,0,evening,0,0.34684684684684686,v1.1,92
Chemistry Practical Exams,Academic,Science,1,50,Seminar Room,9,5,14,"chemistry, exams",25,3,2,1,afternoon,0,0.15675675675675677,v1.1,67
Volleyball Tournament League,Sports,Electrical,1,100,Open Ground,11,2,13,"volleyball, league",28,3,2,0,afternoon,0,0.0945945945945946,v1.1,88
Professional Skills Development,Professional,Management,1,110,Seminar Room,9,4,10,"professional skills, development",31,3,2,0,morning,0,0.34684684684684686,v1.1,84
Iot Device Security,Technology,Electrical,4,90,Virtual,12,5,11,"iot, security",19,3,2,1,morning,0,0.0945945945945946,v1.1,85
Cultural Music Performance,Cultural,Management,1,250,Auditorium,10,1,18,"music, performance",26,3,2,0,evening,0,0.34684684684684686,v1.1,91
Physics Concepts Illustrated,Academic,Science,2,70,Seminar Room,9,2,11,"physics, concepts",28,3,2,0,morning,0,0.15675675675675677,v1.1,73
Athletics Warm-Up Session,Sports,Civil,1,80,Open Ground,8,6,9,"athletics, warm-up",25,3,2,1,morning,0,0.1045045045045045,v1.1,75
Job Search Networking,Professional,Management,1,100,Virtual,11,4,10,"job search, networking",21,3,2,0,morning,0,0.34684684684684686,v1.1,86
Ai Workshop,Technology,Computer,3,120,Seminar Room,7,0,10,ai ml workshop,11,2,1,0,morning,1,0.1918918918918919,v1.1,85
Cricket Tournament,Sports,Management,2,300,Open Ground,8,3,16,sports cricket tournament,18,2,1,0,afternoon,0,0.34684684684684686,v1.1,78
Robotics Seminar,Technology,Mechanical,4,80,Auditorium,9,1,14,robotics automation,16,2,1,0,afternoon,0,0.08468468468468468,v1.1,92
Cultural Fest,Cultural,Management,1,350,Main Hall,10,5,18,dance music culture,13,2,1,1,evening,0,0.34684684684684686,v1.1,88
Data Science Talk,Academic,Computer,3,150,Seminar Room,7,6,11,data science analytics,17,3,1,1,morning,0,0.1918918918918919,v1.1,79
Football Match,Sports,Management,2,250,Open Ground,8,3,17,sports football,14,2,1,0,evening,0,0.34684684684684686,v1.1,72
Web Development,Technology,Computer,2,100,Seminar Room,9,2,9,web development coding,15,2,1,0,morning,0,0.1918918918918919,v1.1,86
Physics Quiz,Academic,Science,1,200,Auditorium,10,5,15,physics quiz competition,12,2,1,1,afternoon,0,0.15675675675675677,v1.1,65
Career Fair,Professional,Management,4,400,Main Hall,11,2,10,career jobs placement,11,2,1,0,morning,0,0.34684684684684686,v1.1,94
Dance Competition,Cultural,Management,3,180,Main Hall,8,4,19,dance competition,17,2,1,0,evening,0,0.34684684684684686,v1.1,83
Machine Learning,Technology,Computer,4,90,Seminar Room,7,0,13,ml algorithms,16,2,1,0,afternoon,0,0.1918918918918919,v1.1,91
Basketball Game,Sports,Management,1,200,Open Ground,9,2,16,sports basketball,15,2,1,0,afternoon,0,0.34684684684684686,v1.1,68
Civil Engineering,Academic,Civil,3,120,Auditorium,10,1,14,civil engineering,17,2,1,0,afternoon,0,0.1045045045045045,v1.1,74
Music Festival,Cultural,Management,2,320,Main Hall,11,4,20,music festival,14,2,1,0,evening,0,0.34684684684684686,v1.1,89
Startup Pitch,Professional,Management,4,150,Seminar Room,12,1,11,startup entrepreneurship,13,2,1,0,morning,0,0.34684684684684686,v1.1,87
Ai Workshop,Technology,Computer,3,120,Seminar Room,7,4,10,"tech, ai",11,2,2,0,morning,1,0.1918918918918919,v1.1,88
Career Fair,Professional,Management,4,300,Auditorium,8,5,11,"career, internship",11,2,2,1,morning,0,0.34684684684684686,v1.1,92
Tech Talk,Technology,Electrical,2,150,Main Hall,9,6,14,"tech, innovation",9,2,2,1,afternoon,0,0.0945945945945946,v1.1,79
Cultural Fest,Cultural,Civil,3,400,Open Ground,10,6,18,"culture, dance",13,2,2,1,evening,0,0.1045045045045045,v1.1,85
Robotics Expo,Technology,Mechanical,2,200,Auditorium,8,6,9,"robotics, automation",13,2,2,1,morning,0,0.08468468468468468,v1.1,91
Math Olympiad,Academic,Science,1,100,Seminar Room,9,3,10,"math, logic",13,2,2,0,morning,0,0.15675675675675677,v1.1,76
Football Tournament,Sports,Mechanical,2,220,Open Ground,11,6,16,"sports, football",19,2,2,1,afternoon,0,0.08468468468468468,v1.1,83
Alumni Meet,Professional,Management,4,180,Main Hall,12,6,15,"networking, alumni",11,2,2,1,afternoon,0,0.34684684684684686,v1.1,88
Ai Ethics Talk,Technology,Computer,3,90,Seminar Room,7,3,11,"ethics, ai",14,3,2,0,morning,0,0.1918918918918919,v1.1,81
Science Fair,Academic,Science,2,250,Main Hall,10,2,12,"science, research",12,2,2,0,afternoon,0,0.15675675675675677,v1.1,89
Cultural Night,Cultural,Management,3,300,Auditorium,9,6,19,"dance, music",14,2,2,1,evening,0,0.34684684684684686,v1.1,84
Startup Bootcamp,Professional,Computer,4,140,Seminar Room,8,2,13,"startup, pitch",16,2,2,0,afternoon,0,0.1918918918918919,v1.1,77
Badminton Championship,Sports,Electrical,1,110,Open Ground,10,5,17,"sports, badminton",22,2,2,1,evening,0,0.0945945945945946,v1.1,72
Civil Model Making,Technology,Civil,2,130,Main Hall,7,5,10,"model, design",18,3,2,1,morning,0,0.1045045045045045,v1.1,75
Cybersecurity 101,Technology,Computer,3,100,Seminar Room,8,4,9,"security, cyber",17,2,2,0,morning,0,0.1918918918918919,v1.1,82
Drama Night,Cultural,Civil,3,180,Auditorium,11,6,18,"drama, theatre",11,2,2,1,evening,0,0.1045045045045045,v1.1,87
Resume Workshop,Professional,Management,4,70,Seminar Room,7,5,14,"resume, skills",15,2,2,1,afternoon,1,0.34684684684684686,v1.1,79
Science Quiz,Academic,Science,2,90,Seminar Room,9,0,11,"quiz, knowledge",12,2,2,0,morning,0,0.15675675675675677,v1.1,74
Hackathon,Technology,Computer,4,300,Virtual,8,4,9,"hackathon, code",9,1,2,0,morning,0,0.1918918918918919,v1.1,96
Music Jam,Cultural,Electrical,1,200,Auditorium,12,4,17,"music, jam",9,2,2,0,evening,0,0.0945945945945946,v1.1,80
Machine Learning Talk,Technology,Computer,3,110,Seminar Room,7,4,12,"ml, data",21,3,2,0,afternoon,0,0.1918918918918919,v1.1,85
Basketball League,Sports,Mechanical,2,160,Open Ground,9,2,15,"sports, basketball",17,2,2,0,afternoon,0,0.08468468468468468,v1.1,78
Ethical Hacking Workshop,Technology,Computer,3,90,Seminar Room,8,2,10,"hacking, cybersecurity",24,3,2,0,morning,1,0.1918918918918919,v1.1,88
Art & Craft,Cultural,Civil,2,130,Main Hall,10,5,13,"art, painting",11,3,2,1,afternoon,0,0.1045045045045045,v1.1,76
Industry Talk,Professional,Management,4,200,Auditorium,8,2,10,"industry, speaker",13,2,2,0,morning,0,0.34684684684684686,v1.1,89
Chemistry Challenge,Academic,Science,2,85,Seminar Room,9,2,9,"chemistry, quiz",19,2,2,0,morning,0,0.15675675675675677,v1.1,73
Cricket Match,Sports,Civil,1,220,Open Ground,11,4,8,"cricket, sports",13,2,2,0,morning,0,0.1045045045045045,v1.1,84
Python Bootcamp,Technology,Computer,3,150,Virtual,7,0,10,"python, coding",15,2,2,0,morning,0,0.1918918918918919,v1.1,92
Open Mic Night,Cultural,Management,2,180,Auditorium,10,0,19,"comedy, poetry",14,3,2,0,evening,0,0.34684684684684686,v1.1,81
Product Management,Professional,Management,4,100,Seminar Room,9,4,11,"product, strategy",18,2,2,0,morning,0,0.34684684684684686,v1.1,87
Biology Fair,Academic,Science,2,130,Main Hall,8,4,12,"biology, nature",12,2,2,0,afternoon,0,0.15675675675675677,v1.1,78
Table Tennis Tournament,Sports,Electrical,1,90,Open Ground,9,0,16,"table tennis, sports",23,3,2,0,afternoon,0,0.0945945945945946,v1.1,75
Web Dev Basics,Technology,Computer,2,120,Seminar Room,7,3,10,"webdev, html",14,3,2,0,morning,0,0.1918918918918919,v1.1,83
Dance Battle,Cultural,Civil,3,210,Auditorium,11,0,18,"dance, music",12,2,2,0,evening,0,0.1045045045045045,v1.1,86
Physics Olympiad,Academic,Science,1,100,Seminar Room,9,3,10,"physics, quiz",16,2,2,0,morning,0,0.15675675675675677,v1.1,77
Volleyball League,Sports,Mechanical,2,140,Open Ground,10,1,15,"sports, volleyball",17,2,2,0,afternoon,0,0.08468468468468468,v1.1,79
Blockchain Basics,Technology,Computer,3,100,Seminar Room,8,6,11,"blockchain, crypto",17,2,2,1,morning,0,0.1918918918918919,v1.1,84
Hackathon,Technology,Computer,3,200,Seminar Room,8,0,9,hackathon coding,9,1,1,0,morning,0,0.1918918918918919,v1.1,93
Tennis Tournament,Sports,Management,2,100,Open Ground,7,1,15,sports tennis,17,2,1,0,afternoon,0,0.34684684684684686,v1.1,71
Chemistry Lab,Academic,Science,1,80,Seminar Room,9,3,10,chemistry lab,13,2,1,0,morning,0,0.15675675675675677,v1.1,66
Drama Performance,Cultural,Management,4,250,Main Hall,10,4,19,drama theater,17,2,1,0,evening,0,0.34684684684684686,v1.1,85
Iot Conference,Technology,Electrical,3,180,Auditorium,11,4,13,iot sensors,14,2,1,0,afternoon,0,0.0945945945945946,v1.1,88
Volleyball Match,Sports,Management,1,150,Open Ground,8,1,17,sports volleyball,16,2,1,0,evening,0,0.34684684684684686,v1.1,69
Math Olympiad,Academic,Science,2,120,Seminar Room,9,6,14,math competition,13,2,1,1,afternoon,0,0.15675675675675677,v1.1,73
Art Exhibition,Cultural,Management,3,200,Main Hall,10,4,16,art exhibition,14,2,1,0,afternoon,0,0.34684684684684686,v1.1,81
Internship Fair,Professional,Management,3,300,Main Hall,11,0,10,internship career,15,2,1,0,morning,0,0.34684684684684686,v1.1,90
Coding Contest,Technology,Computer,2,150,Seminar Room,7,3,12,coding programming,14,2,1,0,afternoon,0,0.1918918918918919,v1.1,84
Badminton Game,Sports,Management,4,80,Open Ground,8,2,18,sports badminton,14,2,1,0,evening,0,0.34684684684684686,v1.1,70
Biology Seminar,Academic,Science,1,100,Auditorium,9,4,11,biology research,15,2,1,0,morning,0,0.15675675675675677,v1.1,67
Fashion Show,Cultural,Management,2,280,Main Hall,10,2,20,fashion design,12,2,1,0,evening,0,0.34684684684684686,v1.1,86
Tech Symposium,Technology,Computer,4,220,Auditorium,12,1,9,technology innovation,14,2,1,0,morning,0,0.1918918918918919,v1.1,92
Cricket Match,Sports,Management,3,350,Open Ground,7,3,16,sports cricket,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,75
Debate Competition,Academic,Management,2,150,Seminar Room,8,3,15,debate public speaking,18,2,1,0,afternoon,0,0.34684684684684686,v1.1,77
Photography Workshop,Cultural,Management,1,120,Seminar Room,9,3,14,photography art,20,2,1,0,afternoon,1,0.34684684684684686,v1.1,82
Job Interview,Professional,Management,4,100,Seminar Room,11,0,10,interview skills,13,2,1,0,morning,0,0.34684684684684686,v1.1,88
Cybersecurity Talk,Technology,Computer,3,160,Auditorium,7,4,13,cybersecurity hacking,18,2,1,0,afternoon,0,0.1918918918918919,v1.1,89
Hockey Tournament,Sports,Management,2,200,Open Ground,8,6,17,sports hockey,17,2,1,1,evening,0,0.34684684684684686,v1.1,72
English Literature,Academic,Management,1,130,Seminar Room,9,5,11,literature poetry,18,2,1,1,morning,0,0.34684684684684686,v1.1,68
Film Screening,Cultural,Management,4,240,Main Hall,10,1,19,film cinema,14,2,1,0,evening,0,0.34684684684684686,v1.1,84
Networking Event,Professional,Management,3,180,Main Hall,12,3,18,networking professional,16,2,1,0,evening,0,0.34684684684684686,v1.1,91
Python Workshop,Technology,Computer,2,110,Seminar Room,7,0,10,python programming,15,2,1,0,morning,1,0.1918918918918919,v1.1,87
Table Tennis,Sports,Management,1,60,Seminar Room,8,6,16,sports table tennis,12,2,1,1,afternoon,0,0.34684684684684686,v1.1,66
Statistics Class,Academic,Science,3,140,Auditorium,9,6,14,statistics data,16,2,1,1,afternoon,0,0.15675675675675677,v1.1,71
Singing Contest,Cultural,Management,2,200,Main Hall,10,0,18,singing music,15,2,1,0,evening,0,0.34684684684684686,v1.1,85
Resume Workshop,Professional,Management,4,120,Seminar Room,11,1,9,resume writing,15,2,1,0,morning,1,0.34684684684684686,v1.1,86
Blockchain Seminar,Technology,Computer,3,130,Auditorium,7,5,15,blockchain crypto,18,2,1,1,afternoon,0,0.1918918918918919,v1.1,90
Football Game,Sports,Management,4,280,Open Ground,8,0,17,sports football,13,2,1,0,evening,0,0.34684684684684686,v1.1,74
Economics Forum,Academic,Management,2,160,Seminar Room,9,2,12,economics finance,15,2,1,0,afternoon,0,0.34684684684684686,v1.1,76
Poetry Reading,Cultural,Management,1,90,Seminar Room,10,1,17,poetry literature,14,2,1,0,evening,0,0.34684684684684686,v1.1,79
Leadership Talk,Professional,Management,3,170,Auditorium,12,6,11,leadership management,15,2,1,1,morning,0,0.34684684684684686,v1.1,88
Cloud Computing,Technology,Computer,4,140,Seminar Room,7,0,14,cloud computing,15,2,1,0,afternoon,0,0.1918918918918919,v1.1,89
Swimming Meet,Sports,Management,2,120,Open Ground,8,0,15,sports swimming,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,70
Geology Trip,Academic,Science,3,80,Open Ground,9,2,8,geology field trip,12,2,1,0,morning,0,0.15675675675675677,v1.1,65
Music Concert,Cultural,Management,4,300,Main Hall,10,6,20,music concert,13,2,1,1,evening,0,0.34684684684684686,v1.1,90
Startup Demo,Professional,Management,2,150,Seminar Room,11,3,13,startup demo,12,2,1,0,afternoon,0,0.34684684684684686,v1.1,85
Game Development,Technology,Computer,3,100,Seminar Room,7,1,10,game development,16,2,1,0,morning,0,0.1918918918918919,v1.1,83
Chess Tournament,Sports,Management,1,80,Seminar Room,8,3,14,chess strategy,16,2,1,0,afternoon,0,0.34684684684684686,v1.1,67
Philosophy Debate,Academic,Management,4,110,Auditorium,9,0,16,philosophy ethics,17,2,1,0,afternoon,0,0.34684684684684686,v1.1,73
Stand-Up Comedy,Cultural,Management,2,180,Main Hall,10,4,19,comedy entertainment,15,2,1,0,evening,0,0.34684684684684686,v1.1,87
Sales Training,Professional,Management,3,140,Seminar Room,12,6,10,sales marketing,14,2,1,1,morning,0,0.34684684684684686,v1.1,84
Mobile App Dev,Technology,Computer,4,120,Seminar Room,7,6,11,mobile apps,14,3,1,1,morning,0,0.1918918918918919,v1.1,88
Rugby Match,Sports,Management,2,200,Open Ground,8,3,16,sports rugby,11,2,1,0,afternoon,0,0.34684684684684686,v1.1,71
History Lecture,Academic,Management,1,160,Auditorium,9,6,13,history culture,15,2,1,1,afternoon,0,0.34684684684684686,v1.1,69
Fashion Design,Cultural,Management,3,150,Seminar Room,10,5,15,fashion design,14,2,1,1,afternoon,0,0.34684684684684686,v1.1,82
Mock Interview,Professional,Management,4,90,Seminar Room,11,4,9,interview practice,14,2,1,0,morning,0,0.34684684684684686,v1.1,89
Vr Experience,Technology,Computer,2,80,Seminar Room,8,3,14,virtual reality,13,2,1,0,afternoon,0,0.1918918918918919,v1.1,91
Archery Contest,Sports,Management,1,100,Open Ground,8,6,15,sports archery,15,2,1,1,afternoon,0,0.34684684684684686,v1.1,68
Sociology Class,Academic,Science,3,130,Auditorium,9,3,11,sociology society,15,2,1,0,morning,0,0.15675675675675677,v1.1,72
Drama Workshop,Cultural,Management,4,120,Main Hall,10,1,18,drama acting,14,2,1,0,evening,1,0.34684684684684686,v1.1,84
Finance Seminar,Professional,Management,2,180,Seminar Room,12,6,10,finance investment,15,2,1,1,morning,0,0.34684684684684686,v1.1,86
Software Testing,Technology,Computer,3,110,Seminar Room,7,3,13,software testing qa,16,2,1,0,afternoon,0,0.1918918918918919,v1.1,85
Marathon Race,Sports,Management,4,300,Open Ground,8,4,6,sports marathon,13,2,1,0,morning,0,0.34684684684684686,v1.1,76
Psychology Talk,Academic,Science,1,140,Auditorium,9,5,14,psychology mind,15,2,1,1,afternoon,0,0.15675675675675677,v1.1,74
Band Performance,Cultural,Management,2,220,Main Hall,10,1,19,music band,16,2,1,0,evening,0,0.34684684684684686,v1.1,88
Communication Skills,Professional,Management,3,160,Seminar Room,11,2,11,communication skills,20,2,1,0,morning,0,0.34684684684684686,v1.1,87
Database Design,Technology,Computer,4,100,Seminar Room,7,3,10,database sql,15,2,1,0,morning,0,0.1918918918918919,v1.1,82
Squash Tournament,Sports,Management,1,60,Seminar Room,8,6,17,sports squash,17,2,1,1,evening,0,0.34684684684684686,v1.1,65
Anthropology Study,Academic,Science,2,90,Auditorium,9,4,15,anthropology culture,18,2,1,0,afternoon,0,0.15675675675675677,v1.1,70
Painting Workshop,Cultural,Management,3,100,Seminar Room,10,0,16,painting art,17,2,1,0,afternoon,1,0.34684684684684686,v1.1,83
Team Building,Professional,Management,4,200,Open Ground,12,3,9,team building,13,2,1,0,morning,0,0.34684684684684686,v1.1,91
Ai Ethics Talk,Technology,Computer,2,150,Auditorium,7,0,12,ai ethics,14,3,1,0,afternoon,0,0.1918918918918919,v1.1,89
Cycling Race,Sports,Management,3,150,Open Ground,8,3,7,sports cycling,12,2,1,0,morning,0,0.34684684684684686,v1.1,73
Literature Review,Academic,Management,1,120,Seminar Room,9,2,13,literature review,17,2,1,0,afternoon,0,0.34684684684684686,v1.1,71
Jazz Performance,Cultural,Management,4,180,Main Hall,10,6,20,jazz music,16,2,1,1,evening,0,0.34684684684684686,v1.1,86
Project Management,Professional,Management,2,140,Seminar Room,11,4,14,project management,18,2,1,0,afternoon,0,0.34684684684684686,v1.1,88
Quantum Computing,Technology,Computer,3,90,Auditorium,8,0,11,quantum computing,17,2,1,0,morning,0,0.1918918918918919,v1.1,92
Wrestling Match,Sports,Management,4,200,Open Ground,8,2,18,sports wrestling,15,2,1,0,evening,0,0.34684684684684686,v1.1,72
Botany Field Trip,Academic,Science,1,70,Open Ground,9,2,8,botany plants,17,3,1,0,morning,0,0.15675675675675677,v1.1,66
Mime Performance,Cultural,Management,2,120,Main Hall,10,4,17,mime performance,16,2,1,0,evening,0,0.34684684684684686,v1.1,81
Digital Marketing,Professional,Management,3,170,Seminar Room,12,6,15,digital marketing,17,2,1,1,afternoon,0,0.34684684684684686,v1.1,87
Robotics Competition,Technology,Mechanical,4,160,Auditorium,7,4,9,robotics competition,20,2,1,0,morning,0,0.08468468468468468,v1.1,94
Karate Tournament,Sports,Management,1,120,Open Ground,8,1,16,sports karate,17,2,1,0,afternoon,0,0.34684684684684686,v1.1,69
Astronomy Night,Academic,Science,2,100,Open Ground,9,6,20,astronomy stars,15,2,1,1,evening,0,0.15675675675675677,v1.1,78
Sculpture Exhibition,Cultural,Management,3,140,Main Hall,10,4,15,sculpture art,20,2,1,0,afternoon,0,0.34684684684684686,v1.1,84
Negotiation Skills,Professional,Management,4,110,Seminar Room,11,3,10,negotiation skills,18,2,1,0,morning,0,0.34684684684684686,v1.1,85
Devops Workshop,Technology,Computer,2,130,Seminar Room,7,1,13,devops deployment,15,2,1,0,afternoon,1,0.1918918918918919,v1.1,86
Fencing Contest,Sports,Management,3,80,Seminar Room,8,0,17,sports fencing,15,2,1,0,evening,0,0.34684684684684686,v1.1,67
Political Science,Academic,Management,1,150,Auditorium,9,0,12,political science,17,2,1,0,afternoon,0,0.34684684684684686,v1.1,75
Theater Production,Cultural,Management,4,250,Main Hall,10,1,19,theater production,18,2,1,0,evening,0,0.34684684684684686,v1.1,89
Entrepreneurship Talk,Professional,Management,2,180,Auditorium,12,3,11,entrepreneurship,21,2,1,0,morning,0,0.34684684684684686,v1.1,90
Ui/Ux Design,Technology,Computer,3,120,Seminar Room,8,3,14,ui ux design,12,2,1,0,afternoon,0,0.1918918918918919,v1.1,88
